Mun;Referen;N.Fijo ;D;Pal;Nlo;Nuc;Cvia;Descripción Vía               ;Npor;Es;Pl;Man;De;Superfic
069;8696317;3202530;D;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;00;D  ;C ;    45,00;
069;8696317;3202531;L;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;00;E  ;C ;    35,00;
069;8696317;3202533;E;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;00;G  ;C ;    72,00;
069;8696317;3202534;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;00;H  ;C ;    75,98;
069;8696317;3202535;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;13;C  ;V ;    75,00;
069;8696317;3202622;D;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;14;D  ;V ;    74,00;
069;8696317;3202626;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;04;E  ;V ;    73,00;
069;8696317;3211266;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3; 18;T ;     2,00;
069;8696317;3211267;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3; 17;T ;     2,00;
069;8696317;3211268;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3; 16;T ;     2,00;
069;8696317;3211269;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3; 15;T ;     2,00;
069;8696317;3211270;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3; 14;T ;     2,00;
069;8696317;3211271;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3; 13;T ;     2,00;
069;8696317;3211272;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3; 12;T ;     2,00;
069;8696317;3211273;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3; 11;T ;     2,00;
069;8696317;3211274;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3; 10;T ;     2,00;
069;8696317;3211275;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;  3;T ;     2,00;
069;8696317;3211276;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;104;G ;    15,00;
069;8696317;3211276;P; ;002;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;019;T ;     2,00;
069;8696317;3211277;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;103;G ;    15,00;
069;8696317;3211278;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;101;G ;    15,00;
069;8696317;3211279;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;102;G ;    15,00;
069;8696317;3211280;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;100;G ;    15,00;
069;8696317;3211281;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C99;G ;    15,00;
069;8696317;3211282;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C98;G ;    15,00;
069;8696317;3211283;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C97;G ;    15,00;
069;8696317;3211284;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C96;G ;    15,00;
069;8696317;3211285;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C95;G ;    15,00;
069;8696317;3211286;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C94;G ;    15,00;
069;8696317;3211287;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C93;G ;    15,00;
069;8696317;3211288;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C92;G ;    15,00;
069;8696317;3211289;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C91;G ;    15,00;
069;8696317;3211290;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C90;G ;    15,00;
069;8696317;3211291;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C89;G ;    15,00;
069;8696317;3211292;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C88;G ;    15,00;
069;8696317;3211293;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C87;G ;    15,00;
069;8696317;3211294;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C86;G ;    15,00;
069;8696317;3211295;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C85;G ;    15,00;
069;8696317;3211296;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C84;G ;    15,00;
069;8696317;3211297;C;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C83;G ;    15,00;
069;8696317;3211298;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C82;G ;    15,00;
069;8696317;3211299;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C81;G ;    15,00;
069;8696317;3211300;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C80;G ;    15,00;
069;8696317;3211301;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C79;G ;    15,00;
069;8696317;3211302;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C78;G ;    15,00;
069;8696317;3211303;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C77;G ;    15,00;
069;8696317;3211304;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C76;G ;    15,00;
069;8696317;3211305;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C75;G ;    15,00;
069;8696317;3211306;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C74;G ;    15,00;
069;8696317;3211307;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C73;G ;    15,00;
069;8696317;3211308;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C72;G ;    15,00;
069;8696317;3211309;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C71;G ;    15,00;
069;8696317;3211310;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C70;G ;    15,00;
069;8696317;3211311;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C69;G ;    15,00;
069;8696317;3211313;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C68;G ;    25,00;
069;8696317;3211314;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C66;G ;    20,00;
069;8696317;3211315;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C65;G ;    22,00;
069;8696317;3211317;C;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3; 63;G ;    15,00;
069;8696317;3211318;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C62;G ;    15,00;
069;8696317;3211319;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C61;G ;    15,00;
069;8696317;3211320;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C60;G ;     7,00;
069;8696317;3211321;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C59;G ;    15,00;
069;8696317;3211322;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C58;G ;    15,00;
069;8696317;3211323;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C57;G ;    15,00;
069;8696317;3211324;C;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C56;G ;    15,00;
069;8696317;3211325;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C54;G ;    15,00;
069;8696317;3211326;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C55;G ;     7,50;
069;8696317;3211333;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;00;  2;C ;    36,00;
069;8696317;3211334;D;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;00;I  ;C ;    46,30;
069;8696317;3214662;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;09;C  ;V ;    75,00;
069;8696317;3216473;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;13;A  ;V ;    73,00;
069;8696317;3217818;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;00;K  ;C ;    52,00;
069;8696317;4003535;E;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B55;G ;    12,00;
069;8696317;4003536;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;14;C  ;V ;    75,00;
069;8696317;4003537;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;05;E  ;V ;    73,00;
069;8696317;4003538;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;01;A  ;V ;    73,00;
069;8696317;4003539;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;04;A  ;V ;    73,00;
069;8696317;4003540;L;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;05;A  ;V ;    73,00;
069;8696317;4003541;T;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;06;A  ;V ;    73,00;
069;8696317;4003542;E;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;08;A  ;V ;    73,00;
069;8696317;4003544;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;10;A  ;V ;    73,00;
069;8696317;4003545;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;11;A  ;V ;    73,00;
069;8696317;4003546;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;12;A  ;V ;    73,00;
069;8696317;4003547;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;13;A  ;V ;    73,00;
069;8696317;4003548;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;14;A  ;V ;    73,00;
069;8696317;4003549;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;01;B  ;V ;    74,00;
069;8696317;4003550;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;02;B  ;V ;    74,00;
069;8696317;4003551;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;03;B  ;V ;    74,00;
069;8696317;4003552;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;05;B  ;V ;    74,00;
069;8696317;4003553;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;06;B  ;V ;    74,00;
069;8696317;4003554;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;07;B  ;V ;    74,00;
069;8696317;4003555;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;08;B  ;V ;    74,00;
069;8696317;4003556;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;09;B  ;V ;    74,00;
069;8696317;4003557;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;10;B  ;V ;    74,00;
069;8696317;4003558;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;12;B  ;V ;    74,00;
069;8696317;4003559;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;13;B  ;V ;    74,00;
069;8696317;4003560;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;14;B  ;V ;    74,00;
069;8696317;4003561;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;01;C  ;V ;    75,00;
069;8696317;4003562;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;02;C  ;V ;    75,00;
069;8696317;4003563;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;03;C  ;V ;    75,00;
069;8696317;4003564;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;04;C  ;V ;    75,00;
069;8696317;4003565;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;05;C  ;V ;    75,00;
069;8696317;4003566;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;06;C  ;V ;    75,00;
069;8696317;4003567;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;07;C  ;V ;    75,00;
069;8696317;4003568;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;08;C  ;V ;    75,00;
069;8696317;4003569;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;09;C  ;V ;    75,00;
069;8696317;4003570;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;10;C  ;V ;    75,00;
069;8696317;4003571;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;11;C  ;V ;    75,00;
069;8696317;4003572;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;12;C  ;V ;    75,00;
069;8696317;4003573;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;14;C  ;V ;    75,00;
069;8696317;4003574;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;01;D  ;V ;    74,00;
069;8696317;4003575;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;02;D  ;V ;    74,00;
069;8696317;4003576;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;03;D  ;V ;    74,00;
069;8696317;4003577;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;04;D  ;V ;    74,00;
069;8696317;4003578;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;05;D  ;V ;    74,00;
069;8696317;4003579;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;06;D  ;V ;    74,00;
069;8696317;4003580;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;07;D  ;V ;    74,00;
069;8696317;4003581;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;08;D  ;V ;    74,00;
069;8696317;4003582;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;09;D  ;V ;    74,00;
069;8696317;4003583;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;10;D  ;V ;    74,00;
069;8696317;4003584;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;11;D  ;V ;    74,00;
069;8696317;4003585;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;12;D  ;V ;    74,00;
069;8696317;4003586;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;13;D  ;V ;    74,00;
069;8696317;4003587;C;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;01;E  ;V ;    73,00;
069;8696317;4003588;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;02;E  ;V ;    73,00;
069;8696317;4003589;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;03;E  ;V ;    73,00;
069;8696317;4003590;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;05;E  ;V ;    73,00;
069;8696317;4003591;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;06;E  ;V ;    73,00;
069;8696317;4003592;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;07;E  ;V ;    73,00;
069;8696317;4003593;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;08;E  ;V ;    73,00;
069;8696317;4003594;C;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;09;E  ;V ;    73,00;
069;8696317;4003595;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;10;E  ;V ;    73,00;
069;8696317;4003596;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;11;E  ;V ;    73,00;
069;8696317;4003597;D;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;12;E  ;V ;    73,00;
069;8696317;4003598;L;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;13;E  ;V ;    73,00;
069;8696317;4003599;T;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;14;E  ;V ;    73,00;
069;8696317;4017695;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;09;A  ;V ;    73,00;
069;8696317;4019689;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;09;A  ;V ;    73,00;
069;8696317;4020417;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;02;A  ;V ;    73,00;
069;8696317;4020418;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;03;A  ;V ;    73,00;
069;8696317;4020419;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;07;A  ;V ;    73,00;
069;8696317;4020425;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D97;G ;    11,00;
069;8696317;4020426;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;00;F  ;C ;    56,00;
069;8696317;4037194;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;C19;G ;    12,00;
069;8696317;4037195;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;C20;G ;     5,00;
069;8696317;4037196;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;C20;G ;     5,00;
069;8696317;4037197;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;C21;G ;    11,00;
069;8696317;4037198;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;C22;G ;    11,00;
069;8696317;4037199;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;C23;G ;    11,00;
069;8696317;4037200;L;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;C24;G ;    12,00;
069;8696317;4037201;T;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;C25;G ;    12,00;
069;8696317;4037202;E;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;C26;G ;    12,00;
069;8696317;4037203;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;C27;G ;    11,00;
069;8696317;4037204;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;C28;G ;    11,00;
069;8696317;4037205;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;C29;G ;    12,00;
069;8696317;4037206;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;C30;G ;    11,00;
069;8696317;4037207;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;C31;G ;    11,00;
069;8696317;4037208;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;B4 ;G ;    27,00;
069;8696317;4037210;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;B6 ;G ;    38,00;
069;8696317;4037211;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;B7 ;G ;    38,00;
069;8696317;4037212;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;A3 ;G ;   395,04;
069;8696317;4037213;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;A1 ;G ;   130,00;
069;8696317;4037418;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D33;G ;    11,00;
069;8696317;4037419;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D34;G ;    11,00;
069;8696317;4037420;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D35;G ;    11,00;
069;8696317;4037421;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D36;G ;    11,00;
069;8696317;4037422;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D37;G ;    13,00;
069;8696317;4037423;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D38;G ;    13,00;
069;8696317;4037424;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D39;G ;    13,00;
069;8696317;4037425;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D40;G ;    11,00;
069;8696317;4037426;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D41;G ;    12,00;
069;8696317;4037427;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D42;G ;    11,00;
069;8696317;4037428;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D43;G ;    11,00;
069;8696317;4037429;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D44;G ;    14,00;
069;8696317;4037430;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D45;G ;    14,00;
069;8696317;4037431;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D46;G ;    14,00;
069;8696317;4037432;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D47;G ;    13,00;
069;8696317;4037433;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D48;G ;    14,00;
069;8696317;4037434;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D49;G ;    13,00;
069;8696317;4037435;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D50;G ;    12,00;
069;8696317;4037436;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D51;G ;    13,00;
069;8696317;4037437;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D52;G ;    13,00;
069;8696317;4037438;C;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D53;G ;    13,00;
069;8696317;4037443;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-1;C5 ;G ;    72,80;
069;8696317;4037444;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-1;C6 ;G ;    90,00;
069;8696317;4037445;C;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-1;C71;G ;    27,00;
069;8696317;4037446;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-1;C72;G ;    50,48;
069;8696317;4037564;E;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B56;G ;    12,00;
069;8696317;4037565;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B57;G ;    12,00;
069;8696317;4037566;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B58;G ;    12,00;
069;8696317;4037567;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B59;G ;    12,00;
069;8696317;4037568;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B60;G ;    12,00;
069;8696317;4037569;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B61;G ;    12,00;
069;8696317;4037570;T;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B62;G ;    12,00;
069;8696317;4037571;E;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B63;G ;    12,00;
069;8696317;4037572;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B64;G ;    15,00;
069;8696317;4037573;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B65;G ;    15,00;
069;8696317;4037574;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B66;G ;    12,00;
069;8696317;4037575;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B67;G ;    12,00;
069;8696317;4037576;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B68;G ;    12,00;
069;8696317;4037577;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B69;G ;    12,00;
069;8696317;4037578;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B70;G ;    12,00;
069;8696317;4037579;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B71;G ;    12,00;
069;8696317;4037580;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B72;G ;    12,00;
069;8696317;4037581;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B73;G ;    12,00;
069;8696317;4037582;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B74;G ;    12,00;
069;8696317;4037583;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B75;G ;    12,00;
069;8696317;4037584;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B76;G ;    12,00;
069;8696317;4037585;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B77;G ;    12,00;
069;8696317;4037586;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B78;G ;    12,00;
069;8696317;4037587;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B79;G ;    12,00;
069;8696317;4037588;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B80;G ;    12,00;
069;8696317;4037589;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B81;G ;    12,00;
069;8696317;4037590;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B82;G ;    12,00;
069;8696317;4037591;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B83;G ;    12,00;
069;8696317;4037592;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B84;G ;    12,00;
069;8696317;4037593;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B1 ;G ;    12,00;
069;8696317;4037594;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B2 ;G ;    12,00;
069;8696317;4037595;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B3 ;G ;    12,00;
069;8696317;4037596;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B4 ;G ;    12,00;
